Pubmed Central ID	Article number	Allocated	Journal	Omics type	Organism	Gene set library	GS version	Statistical test used	FDR Correction	App used	App Version	Code availability	Background gene set	Assumptions violated	Gene lists provided	Other notes	Status (Only for Mark/Kaumadi)
PMC6367506	154	Mark	Sci Rep	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a pathway analyis methods paper	
PMC6367651	155	Mark	Front Oncol	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	ReactomeFIViz	No	NA	No	Background list, FDR	No		
PMC6367803	156	Mark	J Hematol Oncol	RNA-seq	Homo sapiens	Custom	NA	GSEA	No	GSEA	No	NA	NA	No	Yes	There is a mismatch between the methods section and the results. The results section says GSEA was used but the methods says phyper was used.	
PMC6367816	157	Mark	BMC Cancer	smRNA-seq	Homo sapiens	GO	No	Not stated	Yes	DAVID	No	NA	No	Background	No	Figure 4 come confusion between correction and correlation	
PMC6367888	158	Mark	Med Sci Monit	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	Yes	GenCLiP	Yes	NA	No	Background	Yes	Combining up and down	
PMC6368378	159	Mark	PLoS One	Methylation array	Homo sapiens	KEGG	No	Not stated	Yes	PANOGA	No	NA	No	Background	Yes	Combining up and down	
PMC6368838	160	Mark	PeerJ	Gene expression array	Homo sapiens	Reactome, KEGG, GO	No	Not stated	No	Not stated	No	NA	No	Background list, FDR	No		
PMC6368841	161	Mark	PeerJ	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	DAVID	No	NA	No	Background	Yes	Combining up and down	
PMC6368841	161	Mark	PeerJ	RNA-seq	Homo sapiens	KEGG	No	Not stated	Yes	ClusterProfiler	No	NA	No	Background	Yes	Combining up and down	
PMC6369179	162	Mark	Front Genet	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	ClusterProfiler	No	NA	No	Background list, FDR	No	They also did GSEA but there was no issue with that analysis	
PMC6369469	163	Mark	Biomed Res Int	Gene expression array	Mus musculus	KEGG, GO	No	hypergeometric 	No	Not stated	No	No	No	Background list, FDR	Yes		
PMC6369488	164	Mark	Biomed Res Int	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	Yes	GeneCodis	No	No	No	Background	No	They say that FDR correction was done, but I doubt it because the results show nominal p-values	
PMC6369498	165	Mark	Biomed Res Int	Proteomics	Anas platyrhynchus domesticus	KEGG, GO	No	No test	NA	KEGG web	No	NA	No	Inference without test, background	Yes		
PMC6369880	166	Mark	Clin Transl Gastroenterol	Gene expression array	Homo sapiens	GO	No	Not stated	No	DAVID	Yes	NA	No	Background list, FDR	Yes	Combining up and down	
PMC6369880	166	Mark	Clin Transl Gastroenterol	Gene expression array	Homo sapiens	KEGG, GO, Reactome, BioCyc	No	Not stated	No	KOBAS	Yes	NA	No	Background list, FDR	Yes	Combining up and down	
PMC6370049	167	Mark	Medicine (Baltimore)	Gene expression array	Homo sapiens	KEGG, GO, OMIM	No	Fisher	No	DAVID	Yes	NA	No	Background list, FDR	Yes	They did perform FDR correction, but chose to ignore it!	
PMC6370189	168	Mark	PLoS One	RNA-seq	Mus musculus	GO	No	Not stated	Yes	GOrilla	No	NA	Yes	Background	Yes		
PMC6370189	168	Mark	PLoS One	RNA-seq	Mus musculus	GO	No	GSEA	Yes	GSEA	Yes	NA	Yes	No	Yes		
PMC6370221	169	Mark	PLoS One	smRNA-seq	Mus musculus	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background list, FDR	Yes		
PMC6370631	170	Mark	Front Cell Infect Microbiol	RNA-seq	Mus musculus	KEGG, GO	No	hypergeometric, Fisher	Yes	KOBAS	No	NA	No	Background	Yes		
PMC6370675	171	Mark	Front Immunol	RNA-seq	Mus musculus	KEGG, GO	No	Not stated	Yes	Not stated	No	NA	No	Misinterpreted Q-value, Background	Yes	Totally misinterpreted the pathway analysis	
PMC6370763	172	Mark	Cell Death Dis	Gene expression array	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No		
PMC6370815	173	Mark	Sci Rep	Gene expression array	Homo sapiens	KEGG, GO	No	Fisher	Yes	custom R script	Yes	No	Yes	No	No	Forest plot is a nice touch	
PMC6370896	174	Mark	Front Pharmacol	Proteomics	Rattus norvegicus	GO, Reactome	No	Not stated	No	Cytoscape	Yes	NA	No	Background list, FDR	No	Combining up and down	
PMC6371578	175	Mark	Clin Epigenetics	Gene expression array, methylation array	Homo sapiens	KEGG, GO	No	Not stated	Yes	ClusterProfiler	No	No	No	Background	Yes		
PMC6371931	176	Mark	Cancer Manag Res	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	Not stated	No	NA	No	Background list, FDR	No	Absolutely no detail in the methods section	
PMC6372280	177	Mark	eLife	RNA-seq	Homo sapiens	KEGG, GO, MSigDB	No	Not stated	Yes	GAGE	Yes	No	NA	No	No		
PMC6372882	178	Mark	Neoplasia	smRNA-seq	Homo sapiens	KEGG, GO, Reactome	No	hypergeometric	Yes	GOstats	Yes	No	No	Background	No		
PMC6372980	179	Mark	ACS Comb Sci	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a chemical enrichment paper	
PMC6374323	180	Mark	Front Microbiol	Genome sequencing	Vibrio parahaemolyticus	KEGG	No	No test	NA	KAAS	No	NA	No	Inference without test, background	No		
PMC6374375	181	Mark	Sci Rep	Gene expression array, methylation array	Homo sapiens	Not stated	No	Not stated	Yes	DAVID	No	NA	No	Background	Yes	Did not show any data/stats, combined up and down	
PMC6374377	182	Mark	Sci Rep	smRNA-seq	Bubalus bubalis	KEGG, GO	No	Not stated	No	DAVID	No	NA	No	Background list, FDR	Yes		
PMC6375258	183	Mark	PeerJ	RNA-seq	Homo sapiens	GO	No	Binomial	Yes	NA	Yes	NA	No	Background	Yes	They also did GSEA but there was no issue with that analysis	
PMC6375258	183	Mark	PeerJ	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	Yes	NA	NA	No	Yes	They also did GSEA but there was no issue with that analysis	
PMC6376640	184	Mark	BMC Bioinformatics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a pathway analyis methods paper	
PMC6376661	185	Mark	Cancer Cell Int	RNA-seq	Homo sapiens	KEGG	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No		
PMC6377712	186	Mark	Respir Res	Proteomics	Rattus norvegicus	KEGG, GO	No	Not stated	Yes	GeneCodis3	No	NA	No	Background	No		
PMC6377737	187	Mark	BMC Genomics	smRNA-seq	Rattus norvegicus	KEGG	No	Not stated	Yes	DAVID	No	NA	No	Background	Yes		
PMC6377753	188	Mark	BMC Genomics	RNA-seq	Oryctolagus cuniculus	KEGG, GO	No	Not stated	Yes	Not stated	No	NA	No	Background	Yes		
PMC6377754	189	Mark	BMC Genomics	RNA-seq	Setaria italica	KEGG, GO	No	hypergeometric 	Yes	Not stated	No	No	Yes	Background	Yes	"ultra-geometric test"	
PMC6378068	190	Mark	Evid Based Complement Alternat Med	Database	Homo sapiens	KEGG, GO	No	Fisher	Yes	DAVID	No	NA	No	Background	Yes		
PMC6378776	191	Mark	Evid Based Complement Alternat Med	Database	Homo sapiens	KEGG	No	Not stated	Yes	DAVID	No	NA	No	Background	Yes		
PMC6379261	192	Mark	Front Microbiol	Genome sequencing	Cupriavidus necator	KEGG	No	No test	NA	Not stated	No	NA	No	Inference without test, background	Yes	Only used KEGG annotations to put together a biochemical pathway - not enrichment analysis	
PMC6379752	193	Mark	World J Gastrointest Oncol	RNA-seq	Homo sapiens	KEGG	No	Not stated	No	DAVID	No	NA	No	Background list, FDR	No		
PMC6379932	194	Mark	BMC Genomics	smRNA-seq	Mus musculus	Ingenuity Pathway Analysis	Yes	Fisher	No	Ingenuity Pathway Analysis	Yes	NA	No	Background list, FDR	No		
PMC6380039	195	Mark	J Transl Med	Database	Homo sapiens	KEGG	Yes	Not stated	No	DAVID	Yes	NA	No	Background list, FDR	Yes		
PMC6380062	196	Mark	BMC Plant Biol	Methyation sequencing	Glycine max	KEGG, GO	No	Not stated	No	Not stated	No	NA	No	Background list, FDR	Yes	"KEGG pathways were used to analyse the biochemical metabolic processes that DMGs were involved in."	
PMC6380333	197	Mark	RNA Biol	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	STRING	No	NA	No	Background list, FDR	No		
PMC6380385	198	Mark	Med Sci Monit	RNA-seq	Homo sapiens	KEGG	Yes	Not stated	Yes	DAVID	Yes	NA	No	Background	Yes	Abstract said clusterprofiler but methods say kobas I mean what the hell	
PMC6380385	198	Mark	Med Sci Monit	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	KOBAS	Yes	NA	No	Background	Yes		
PMC6380702	199	Mark	Medicine (Baltimore)	Gene expression array	Homo sapiens	KEGG, GO	Yes	Not stated	Yes	DAVID	Yes	NA	No	Background	No		
PMC6380748	200	Mark	Medicine (Baltimore)	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	No	Background list, FDR	No	Candidate for reproducibility	
PMC6381209	201	Mark	Sci Rep	smRNA-seq	Homo sapiens	KEGG	No	Not stated	No	miRPath	Yes	No	No	Background list, FDR	No	No detail in methods	
PMC6381667	202	Mark	J Ovarian Res	RNA-seq	Homo sapiens	Ingenuity Pathway Analysis	No	Fisher	Yes	Ingenuity Pathway Analysis	No	NA	No	Background	Yes	Unsure as to what software was used to query which gene set library	
PMC6381667	202	Mark	J Ovarian Res	RNA-seq	Homo sapiens	KEGG, GO, Reactome	No	Not stated	No	DAVID	No	NA	No	Background list, FDR	Yes	Unsure as to what software was used to query which gene set library	
PMC6381748	203	Mark	Cell Commun Signal	Proteomics	Rattus norvegicus	Signor	Yes	Kolmogorov–Smirnov	Yes	KSEA	No	NA	Yes	No	Yes	Not sure what tool was used - it might be that KSEA was performed in MS Excel	
PMC6382432	204	Mark	Aging (Albany NY)	Gene expression array	Homo sapiens	Not stated	No	Not stated	No	Metascape	No	NA	No	Background list, FDR	No		
PMC6382829	205	Mark	Sci Rep	RNA-seq	Homo sapiens	GO	No	Not stated	No	ClusterProfiler	No	NA	No	Background list, FDR	No		
PMC6382934	206	Mark	Sci Rep	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a pathway analyis methods paper	
PMC6383095	207	Mark	Cancer Control	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	DAVID	No	NA	No	Background list, FDR	Yes	Candidate for replication	
PMC6383344	208	Mark	J Res Med Sci	Gene expression array	Rattus norvegicus	KEGG, GO, Reactome	No	Not stated	Yes	ClueGO	Yes	NA	No	Background	No	The supplementary data are missing from the online record	
PMC6383401	209	Mark	Biomed Res Int	smRNA array	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	No	Background	Yes		
PMC6383432	210	Mark	Biomed Res Int	Metabolomics	Rattus norvegicus	MetaboAnalyst 	Yes	Not stated	No	MetaboAnalyst	Yes	NA	NA	Background	Yes	No detail in methods	
PMC6383524	211	Mark	Parasite	Proteomics	Mesocricetus auratus	KEGG, GO	No	No test	NA	KAAS	No	NA	No	Inference without test, background	Yes	Didn't do any test but a lot of the conclusions are based on "enrichment"	
PMC6384055	212	Mark	J Virol	RNA-seq	Mus musculus	Metacore	No	Not stated	No	Metacore	No	NA	No	No data shown	No	No test so not sure whether significant or not	
PMC6384055	212	Mark	J Virol	RNA-seq	Mus musculus	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No		
PMC6384238	213	Mark	Front Oncol	Gene expression array, RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	ClusterProfiler	No	NA	No	Background	Yes	No tool mentioned in the text but cluterprofiler and DOSE are mentioned	
PMC6385435	214	Mark	BMC Genomics	Genome sequencing	Bos taurus	KEGG, INTERPRO, SMART	No	Not stated	Yes	DAVID	Yes	NA	Yes	No	Yes		
PMC6385489	215	Mark	Sci Rep	RNA-seq	Mus musculus	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background list, FDR	Yes		
PMC6386764	216	Mark	Biosci Rep	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	Cluepedia	No	NA	No	Background	No	Combining up and down	
PMC6386831	217	Mark	Int J Mol Sci	Proteomics	Dunaliella salina	KEGG, GO	No	Not stated	No	Not stated	No	NA	No	Background list, FDR	Yes		
PMC6387076	218	Mark	Int J Mol Sci	RNA-seq	Camellia sinensis	KEGG, GO	No	Fisher	Yes	AgriGO	No	NA	No	Background	Yes		
PMC6387109	219	Mark	Int J Mol Sci	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	No	Background list, FDR	No		
PMC6387216	220	Mark	Int J Mol Sci	Database	Homo sapiens	KEGG, GO	No	No test	Not stated	Cytoscape	Yes	NA	No	No data shown	No		
PMC6387327	221	Mark	Int J Mol Sci	Proteomics	Homo sapiens	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background list, FDR	No		
PMC6387524	222	Mark	Stem Cell Res Ther	Gene expression array	Mus musculus	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background list, FDR	No		
PMC6387694	223	Mark	Dis Markers	Gene expression array	Rattus norvegicus	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	No	Background list, FDR	Yes		
PMC6387703	224	Mark	Evid Based Complement Alternat Med	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	Keyword not included	
PMC6388334	225	Mark	Dis Markers	Database	Homo sapiens	KEGG, GO	No	Not stated	Not stated	Not stated	No	NA	No	No data shown	No	No detail in the methods. It is not clear whether pathway enrichment was actually done! There is no test data shown and no ontology categories	
PMC6388335	226	Mark	Biomed Res Int	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	No	Background list, FDR	No		
PMC6388657	227	Mark	Endocrinology	Proteomics	Homo sapiens	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background list, FDR	No		
PMC6388943	228	Mark	Cancer Manag Res	Gene expression array	Homo sapiens	MsigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No	Did not state what gene set was used but could infer from the figure	
PMC6388944	229	Mark	Onco Targets Ther	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	No	Background list, FDR	No		
PMC6388944	229	Mark	Onco Targets Ther	Gene expression array	Homo sapiens	Not stated	No	GSEA	No	GSEA	No	NA	NA	FDR	No	"For GSEA analysis, the R package humanid contributed by jimmy was used to process the expression profile and produce the format of .gct and .gmt files."	
PMC6388971	230	Mark	Cancer Manag Res	Database	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Yes	Background list, FDR	No		
PMC6389004	231	Mark	Onco Targets Ther	Database	Homo sapiens	GO	No	Not stated	Yes	GOseq	No	No	No	Background	No	Confusing as to how they used REVIGO as well	
PMC6389004	231	Mark	Onco Targets Ther	Database	Homo sapiens	KEGG	No	Not stated	Yes	KOBAS	No	NA	No	Background	No		
PMC6389681	232	Mark	Front Genet	Genome sequencing	Bos taurus	GO	No	Not stated	Yes	DAVID	No	NA	No	No	No		
PMC6389718	233	Mark	Front Genet	RNA-seq	Homo sapiens	KEGG, GO	No	Fisher's	No	WebGestalt	No	NA	Not stated	Background list, FDR	No		
PMC6389773	234	Mark	Thyroid	RNA-seq	Homo sapiens	KEGG, GO, Reactome	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No		
PMC6389832	235	Mark	Front Genet	RNA-seq	Sus scrofa	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background list, FDR	Yes		
PMC6389935	236	Mark	Sci Rep	Gene expression array	Homo sapiens	GO	No	Not stated	Yes	Metacore	Yes	NA	Not stated	Background	Yes		
PMC6390043	237	Mark	Mol Med Rep	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6390056	238	Mark	Mol Med Rep	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background list, FDR	No		
PMC6390068	239	Mark	Mol Med Rep	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	ClueGO	Yes	NA	Not stated	Background list, FDR	No		
PMC6390070	240	Mark	Mol Med Rep	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6390081	241	Mark	Sci Rep	QTL mapping	Glycine max	GO	No	Not stated	Not stated	topGO	No	No	Not stated	Inference without data shown, background	No		
PMC6390203	242	Mark	Front Genet	Database	Homo sapiens	Not stated	No	Fisher	Yes	DAVID	No	NA	Yes	No	Yes		
PMC6390332	243	Mark	BMC Bioinformatics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a pathway analyis methods paper	
PMC6390351	244	Mark	BMC Genomics	RNA-seq	Incilaria fruhstorferi	KEGG	Yes	No test	NA	KAAS	No	NA	Not stated	Inference without test, background	No		
PMC6391799	245	Mark	J Transl Med	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6391799	245	Mark	J Transl Med	Gene expression array	Homo sapiens	GO	No	Not stated	No	PANTHER	No	NA	Not stated	Background list, FDR	No		
PMC6391848	246	Mark	Front Genet	RNA-seq	Bos taurus	KEGG, GO	No	hypergeometric 	Yes	ClueGO	No	NA	Not stated	Background	No		
PMC6391848	246	Mark	Front Genet	RNA-seq	Bos taurus	MSigDB	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No		
PMC6392299	247	Mark	PLoS One	RNA-seq	Homo sapiens	GO, PID, Reactome, WikiPathways, NetPath	No	hypergeometric	Yes	DAVID	No	NA	Not stated	Background	No		
PMC6393361	248	Mark	Front Genet	Gene expression array	Homo sapiens	GO	No	Permutation	No	GO-Elite	Yes	No	Yes	FDR	No		
PMC6393361	248	Mark	Front Genet	Gene expression array	Homo sapiens	WikiPathways, Reactome	Yes	Permutation	No	PathVisio	Yes	No	Yes	FDR	No		
PMC6393548	249	Mark	Sci Rep	Proteomics	Homo sapiens	KEGG, GO	No	Fisher	Yes	DAVID	Yes	NA	Not stated	Background	Yes		
PMC6393548	249	Mark	Sci Rep	Proteomics	Homo sapiens	Ingenuity Pathway Analysis	No	Not stated	Not stated	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR	Yes		
PMC6394146	250	Mark	Med Sci Monit Basic Res	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	No gene set analysis done	
PMC6394248	251	Mark	Front Oncol	Gene expression array	Homo sapiens	GO	No	Not stated	Not stated	BiNGO (Cytoscape plugin)	No	NA	Not stated	Inference without test, background	No		
PMC6394248	251	Mark	Front Oncol	Gene expression array	Homo sapiens	Ingenuity Pathway Analysis	No	Fisher	Not stated	Ingenuity Pathway Analysis	No	NA	Not stated	Inference without test, background	No		
PMC6394344	252	Mark	PeerJ	Gene expression array	Homo sapiens	GO	No	Not stated	No	Metascape	No	NA	Not stated	Background list, FDR	No		
PMC6394344	252	Mark	PeerJ	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	KOBAS	No	NA	Not stated	Background list, FDR	No		
PMC6395584	253	Mark	Sci Rep	RNA-seq	Rattus norvegicus	Ingenuity Pathway Analysis	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR	Yes		
PMC6395951	254	Mark	Exp Ther Med	Database	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6396146	255	Mark	FEBS Open Bio	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	ClusterProfiler	No	No	Not stated	Background	No		
PMC6396154	256	Mark	FEBS Open Bio	Database	Homo sapiens	KEGG	No	Not stated	No	WebGestalt	No	NA	Not stated	Background list, FDR	Yes		
PMC6396159	257	Mark	FEBS Open Bio	Gene expression array	Homo sapiens	KEGG	No	Not stated	Not stated	Cytoscape	No	NA	Not stated	Not enough data provided, background	No		
PMC6396223	258	Mark	Oncol Lett	Gene expression array	Homo sapiens	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Not enough data provided, background	No		
PMC6396260	259	Mark	Oncol Lett Oncol Lett	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Misinterpreted FDR-value, Background	No		
PMC6396354	260	Mark	FEBS Open Bio	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	Yes	genecodis3	Yes	NA	Not stated	Background	No		
PMC6396637	261	Mark	Database (Oxford)	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a paper about a new databse	
PMC6396851	262	Mark	Mol Hum Reprod	RNA-seq	Macaca mulatta	Ingenuity Pathway Analysis	No	Fisher	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	No		
PMC6397236	263	Mark	Sci Rep	Gene expression array	Homo sapiens, Mus musculus	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Yes	No	Yes		
PMC6397909	264	Mark	Thorac Cancer	Gene expression array	Homo sapiens	GO	No	Fisher, chi-squared	Yes	Not stated	No	NA	Not stated	Background	No		
PMC6398018	265	Mark	Evid Based Complement Alternat Med	Gene expression array	Rattus norvegicus	KEGG, GO	No	Not stated	No	Not stated	No	NA	Not stated	Background list, FDR	No	This is really bad. The supplementary data doesn't look related to the main paper	
PMC6398045	266	Mark	Evid Based Complement Alternat Med	Database	Damnacanthus indicus	KEGG	No	Not stated	Yes	WebGestalt	No	NA	Not stated	Background	No		
PMC6398181	267	Mark	Oncotarget	Gene expression array	Homo sapiens	Custom	NA	GSEA	Yes	GSEA	No	NA	NA	No	Yes		
PMC6398181	267	Mark	Oncotarget	Gene expression array	Homo sapiens	Ingenuity Pathway Analysis	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR	Yes		
PMC6398373	268	Mark	PeerJ	Gene expression array	Homo sapiens	Reactome	No	Not stated	Yes	Reactome web app	No	NA	Not stated	Background	Yes		
PMC6398373	268	Mark	PeerJ	Gene expression array	Homo sapiens	Reactome	No	Not stated	Yes	Speed	No	NA	Not stated	Background	Yes		
PMC6399257	269	Mark	Commun Biol	GWAS	Homo sapiens	Reactome, KEGG, BIOCARTA	No	modified chi-squared test	Not stated	PASCAL	No	No	Not stated	No	Yes		
PMC6399292	270	Mark	Commun Biol	Metabolomics	Lolium perenne	KEGG	Yes	Not stated	Not stated	KEGG mapper	Yes	NA	No	Background	Yes		
PMC6399358	271	Mark	Rice (N Y)	RNA-seq	Oryza sativa	GO	No	Fisher	Yes	AgriGO	No	NA	Not stated	Background	No		
PMC6399464	272	Mark	Front Genet	RNA-seq	Oreochromis aureus	GO	No	Not stated	Yes	PANTHER	No	NA	Not stated	Background	Yes		
PMC6399464	272	Mark	Front Genet	RNA-seq	Oreochromis aureus	KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes		
PMC6399563	273	Mark	Biomed Res Int	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a pathway analyis methods paper	
PMC6399908	274	Mark	Cancer Cell Int	Gene expression array, Methylation array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6399908	274	Mark	Cancer Cell Int	Gene expression array, Methylation array	Homo sapiens	KEGG	No	GSEA	Not stated	GSEA	No	NA	NA	FDR	No	There is no mention of GSEA in the methods but data is shown in Figure 17	
