"Pubmed.Central.ID"	"Article.number"	"Allocated"	"Journal"	"Omics.type"	"Organism"	"Gene.set.library"	"GS.version"	"Statistical.test.used"	"FDR.Correction"	"App.used"	"App.Version"	"Code.availability"	"Background.gene.set"	"Assumptions.violated"	"Gene.lists.provided"	"scores"
"150"	"PMC6365931"	140	"Mark"	"Oncol Lett"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Fisher"	"No"	"KOBAS"	"Yes"	NA	"No"	"Background, FDR"	"Yes"	-2
"151"	"PMC6365947"	141	"Mark"	"Oncol Lett"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"152"	"PMC6365949"	142	"Mark"	"Oncol Lett"	"Database"	"Homo sapiens"	"GO, Reactome"	"No"	"Fisher"	"Yes"	"Not stated"	"No"	"No"	"No"	"Background"	"No"	-4
"153"	"PMC6365951"	143	"Mark"	"Oncol Lett"	"Proteomics"	"Homo sapiens"	"KEGG, GO"	"Yes"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"No"	"Background, FDR"	"No"	-3
"154"	"PMC6366065"	144	"Mark"	"Arthritis Res Ther"	"RNA-seq"	"Homo sapiens"	"KEGG"	"No"	"ssGSEA"	"No"	"ssGSEA (GenePattern)"	"No"	NA	NA	"FDR"	"Yes"	-2
"155"	"PMC6366111"	145	"Mark"	"Hereditas"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Hypergeometric"	"Yes"	"KOBAS"	"No"	NA	"No"	"Background"	"Yes"	-2
"156"	"PMC6366115"	146	"Mark"	"BMC Genomics"	"RNA-seq"	"Gossypium hirsutum"	"MapMan"	"No"	"Not stated"	"No"	"SEA"	"No"	NA	"Yes"	"Background, FDR"	"Yes"	-3
"157"	"PMC6366967"	147	"Mark"	"Aging (Albany NY)"	"miRNA-seq"	"Homo sapiens"	"KEGG, GO"	"Yes"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"No"	"Background, FDR"	"Yes"	-2
"159"	"PMC6366981"	149	"Mark"	"Aging (Albany NY)"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"Not stated"	"No"	"No"	"No"	"Background"	"Yes"	-4
"161"	"PMC6367129"	151	"Mark"	"Biosci Rep"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"Yes"	-4
"162"	"PMC6367239"	152	"Mark"	"Front Neurol"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Fisher"	"No"	"AmiGO"	"No"	NA	"No"	"Background, FDR"	"No"	-4
"163"	"PMC6367373"	153	"Mark"	"Sci Rep"	"Metabolomics"	"Chlorella pyrenoidosa"	"Not stated"	"No"	"Not stated"	"Not stated"	"MetaboAnalyst"	"No"	NA	"No"	"No data shown"	"Yes"	-5
"165"	"PMC6367651"	155	"Mark"	"Front Oncol"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"Reactome FI/Cytoscape"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"167"	"PMC6367816"	157	"Mark"	"BMC Cancer"	"miRNA-seq"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"No"	"Background"	"No"	-4
"168"	"PMC6367888"	158	"Mark"	"Med Sci Monit"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"GenCLiP"	"Yes"	NA	"No"	"Background"	"Yes"	-2
"169"	"PMC6368378"	159	"Mark"	"PLoS One"	"DNA methylation array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"Yes"	"PANOGA"	"No"	NA	"No"	"Background"	"Yes"	-3
"170"	"PMC6368838"	160	"Mark"	"PeerJ"	"Gene expression array"	"Homo sapiens"	"Reactome, KEGG, GO"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"No"	"Background, FDR"	"No"	-6
"171"	"PMC6368841"	161	"Mark"	"PeerJ"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"No"	"Background"	"Yes"	-3
"172"	"PMC6368841"	161	"Mark"	"PeerJ"	"RNA-seq"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"No"	NA	"No"	"Background"	"Yes"	-3
"173"	"PMC6369179"	162	"Mark"	"Front Genet"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"clusterProfiler"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"174"	"PMC6369469"	163	"Mark"	"Biomed Res Int"	"Gene expression array"	"Mus musculus"	"KEGG, GO"	"No"	"Hypergeometric"	"No"	"Not stated"	"No"	"No"	"No"	"Background, FDR"	"Yes"	-4
"176"	"PMC6369498"	165	"Mark"	"Biomed Res Int"	"Proteomics"	"Anas platyrhynchus domesticus"	"KEGG, GO"	"No"	"No test"	"No test"	"KEGG mapper"	"No"	NA	"No"	"Inference without test, Background"	"Yes"	-4
"177"	"PMC6369880"	166	"Mark"	"Clin Transl Gastroenterol"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"No"	"Background, FDR"	"Yes"	-3
"178"	"PMC6369880"	166	"Mark"	"Clin Transl Gastroenterol"	"Gene expression array"	"Homo sapiens"	"KEGG, GO, Reactome, BioCyc"	"No"	"Not stated"	"No"	"KOBAS"	"Yes"	NA	"No"	"Background, FDR"	"Yes"	-3
"182"	"PMC6370221"	169	"Mark"	"PLoS One"	"miRNA-seq"	"Mus musculus"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"No"	"Background, FDR"	"Yes"	-4
"183"	"PMC6370631"	170	"Mark"	"Front Cell Infect Microbiol"	"RNA-seq"	"Mus musculus"	"KEGG, GO"	"No"	"Hypergeometric, Fisher"	"Yes"	"KOBAS"	"No"	NA	"No"	"Background"	"Yes"	-2
"184"	"PMC6370675"	171	"Mark"	"Front Immunol"	"RNA-seq"	"Mus musculus"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"Not stated"	"No"	NA	"No"	"Background"	"Yes"	-4
"185"	"PMC6370763"	172	"Mark"	"Cell Death Dis"	"Gene expression array"	"Homo sapiens"	"MSigDB"	"Yes"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-1
"186"	"PMC6370815"	173	"Mark"	"Sci Rep"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Fisher"	"Yes"	"Custom R script"	"Yes"	"No"	"Yes"	"No"	"No"	-1
"187"	"PMC6370896"	174	"Mark"	"Front Pharmacol"	"Proteomics"	"Rattus norvegicus"	"GO, Reactome"	"No"	"Not stated"	"No"	"Cytoscape (No plugin stated)"	"Yes"	NA	"No"	"Background, FDR"	"No"	-4
"189"	"PMC6371931"	176	"Mark"	"Cancer Manag Res"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"No"	"Background, FDR"	"No"	-6
"190"	"PMC6372280"	177	"Mark"	"eLife"	"RNA-seq"	"Homo sapiens"	"KEGG, GO, MSigDB"	"No"	"Not stated"	"Yes"	"GAGE"	"Yes"	"No"	NA	"No"	"No"	-2
"191"	"PMC6372882"	178	"Mark"	"Neoplasia"	"miRNA-seq"	"Homo sapiens"	"KEGG, GO, Reactome"	"No"	"Hypergeometric"	"Yes"	"GOstats"	"Yes"	"No"	"No"	"Background"	"No"	-2
"193"	"PMC6374323"	180	"Mark"	"Front Microbiol"	"Genome sequencing"	"Vibrio parahaemolyticus"	"KEGG"	"No"	"No test"	"No test"	"KAAS"	"No"	NA	"No"	"Inference without test, Background"	"No"	-5
"194"	"PMC6374375"	181	"Mark"	"Sci Rep"	"Gene expression array, DNA methylation array"	"Homo sapiens"	"Not stated"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"No"	"Background"	"Yes"	-4
"195"	"PMC6374377"	182	"Mark"	"Sci Rep"	"miRNA-seq"	"Bubalus bubalis"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"Yes"	-4
"196"	"PMC6375258"	183	"Mark"	"PeerJ"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"Binomial"	"Yes"	"PANTHER"	"Yes"	NA	"No"	"Background"	"Yes"	-1
"197"	"PMC6375258"	183	"Mark"	"PeerJ"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"Yes"	NA	NA	"No"	"Yes"	0
"199"	"PMC6376661"	185	"Mark"	"Cancer Cell Int"	"RNA-seq"	"Homo sapiens"	"KEGG"	"Yes"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-1
"200"	"PMC6377712"	186	"Mark"	"Respir Res"	"Proteomics"	"Rattus norvegicus"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"GeneCodis"	"Yes"	NA	"No"	"Background"	"No"	-3
"203"	"PMC6377754"	189	"Mark"	"BMC Genomics"	"RNA-seq"	"Setaria italica"	"KEGG, GO"	"No"	"Hypergeometric"	"Yes"	"Not stated"	"No"	"No"	"Yes"	"Background"	"Yes"	-2
"204"	"PMC6378068"	190	"Mark"	"Evid Based Complement Alternat Med"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Fisher"	"Yes"	"DAVID"	"No"	NA	"No"	"Background"	"Yes"	-2
"205"	"PMC6378776"	191	"Mark"	"Evid Based Complement Alternat Med"	"Database"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"No"	"Background"	"Yes"	-3
"206"	"PMC6379261"	192	"Mark"	"Front Microbiol"	"Genome sequencing"	"Cupriavidus necator"	"KEGG"	"No"	"No test"	"No test"	"Not stated"	"No"	NA	"No"	"Inference without test, Background"	"Yes"	-5
"207"	"PMC6379752"	193	"Mark"	"World J Gastrointest Oncol"	"RNA-seq"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"209"	"PMC6380039"	195	"Mark"	"J Transl Med"	"Database"	"Homo sapiens"	"KEGG"	"Yes"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"No"	"Background, FDR"	"Yes"	-2
"210"	"PMC6380062"	196	"Mark"	"BMC Plant Biol"	"DNA methylation sequencing"	"Glycine max"	"KEGG, GO"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"No"	"Background, FDR"	"Yes"	-5
"211"	"PMC6380333"	197	"Mark"	"RNA Biol"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"STRING"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"212"	"PMC6380385"	198	"Mark"	"Med Sci Monit"	"RNA-seq"	"Homo sapiens"	"KEGG"	"Yes"	"Not stated"	"Yes"	"DAVID"	"Yes"	NA	"No"	"Background"	"Yes"	-1
"213"	"PMC6380385"	198	"Mark"	"Med Sci Monit"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"KOBAS"	"Yes"	NA	"No"	"Background"	"No"	-3
"214"	"PMC6380702"	199	"Mark"	"Medicine (Baltimore)"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"Yes"	"Not stated"	"Yes"	"DAVID"	"Yes"	NA	"No"	"Background"	"No"	-2
"215"	"PMC6380748"	200	"Mark"	"Medicine (Baltimore)"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"216"	"PMC6381209"	201	"Mark"	"Sci Rep"	"miRNA-seq"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"DIANA-miRPath"	"Yes"	"No"	"No"	"Background, FDR"	"No"	-4
"217"	"PMC6381667"	202	"Mark"	"J Ovarian Res"	"RNA-seq"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Fisher"	"Yes"	"Ingenuity Pathway Analysis"	"No"	NA	"No"	"Background"	"Yes"	-2
"218"	"PMC6381667"	202	"Mark"	"J Ovarian Res"	"RNA-seq"	"Homo sapiens"	"KEGG, GO, Reactome"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"Yes"	-4
"220"	"PMC6382432"	204	"Mark"	"Aging (Albany NY)"	"Gene expression array"	"Homo sapiens"	"Not stated"	"No"	"Not stated"	"No"	"Metascape"	"No"	NA	"No"	"Background, FDR"	"No"	-6
"221"	"PMC6382829"	205	"Mark"	"Sci Rep"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"clusterProfiler"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"226"	"PMC6383432"	210	"Mark"	"Biomed Res Int"	"Metabolomics"	"Rattus norvegicus"	"MetaboAnalyst"	"Yes"	"Not stated"	"No"	"MetaboAnalyst"	"Yes"	NA	NA	"Background"	"Yes"	-1
"227"	"PMC6383524"	211	"Mark"	"Parasite"	"Proteomics"	"Mesocricetus auratus"	"KEGG, GO"	"No"	"No test"	"No test"	"KAAS"	"No"	NA	"No"	"Inference without test, Background"	"Yes"	-4
"228"	"PMC6384055"	212	"Mark"	"J Virol"	"RNA-seq"	"Mus musculus"	"MetaCore"	"No"	"Not stated"	"No"	"MetaCore"	"No"	NA	"No"	"No data shown"	"No"	-5
"229"	"PMC6384055"	212	"Mark"	"J Virol"	"RNA-seq"	"Mus musculus"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-2
"231"	"PMC6385435"	214	"Mark"	"BMC Genomics"	"Genome sequencing"	"Bos taurus"	"KEGG, InterPro, SMART"	"No"	"Not stated"	"Yes"	"DAVID"	"Yes"	NA	"Yes"	"No"	"Yes"	-1
"232"	"PMC6385489"	215	"Mark"	"Sci Rep"	"RNA-seq"	"Mus musculus"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"No"	"Background, FDR"	"Yes"	-4
"233"	"PMC6386764"	216	"Mark"	"Biosci Rep"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"Cluepedia"	"No"	NA	"No"	"Background"	"No"	-4
"234"	"PMC6386831"	217	"Mark"	"Int J Mol Sci"	"Proteomics"	"Dunaliella salina"	"KEGG, GO"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"No"	"Background, FDR"	"Yes"	-5
"235"	"PMC6387076"	218	"Mark"	"Int J Mol Sci"	"RNA-seq"	"Camellia sinensis"	"KEGG, GO"	"No"	"Fisher"	"Yes"	"agriGO"	"No"	NA	"No"	"Background"	"Yes"	-2
"236"	"PMC6387109"	219	"Mark"	"Int J Mol Sci"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"238"	"PMC6387327"	221	"Mark"	"Int J Mol Sci"	"Proteomics"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"239"	"PMC6387524"	222	"Mark"	"Stem Cell Res Ther"	"Gene expression array"	"Mus musculus"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"242"	"PMC6388334"	225	"Mark"	"Dis Markers"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Not stated"	"Not stated"	"No"	NA	"No"	"No data shown"	"No"	-6
"243"	"PMC6388335"	226	"Mark"	"Biomed Res Int"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"244"	"PMC6388657"	227	"Mark"	"Endocrinology"	"Proteomics"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"245"	"PMC6388943"	228	"Mark"	"Cancer Manag Res"	"Gene expression array"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-2
"246"	"PMC6388944"	229	"Mark"	"Onco Targets Ther"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"247"	"PMC6388944"	229	"Mark"	"Onco Targets Ther"	"Gene expression array"	"Homo sapiens"	"Not stated"	"No"	"GSEA"	"No"	"GSEA"	"No"	NA	NA	"FDR"	"No"	-4
"251"	"PMC6389681"	232	"Mark"	"Front Genet"	"Genome sequencing"	"Bos taurus"	"GO"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"No"	"No"	"No"	-4
"252"	"PMC6389718"	233	"Mark"	"Front Genet"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Fisher"	"No"	"WebGestalt"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-4
"254"	"PMC6389832"	235	"Mark"	"Front Genet"	"RNA-seq"	"Sus scrofa"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"No"	"Background, FDR"	"Yes"	-4
"255"	"PMC6389935"	236	"Mark"	"Sci Rep"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"MetaCore"	"Yes"	NA	"Not stated"	"Background"	"Yes"	-2
"256"	"PMC6390043"	237	"Mark"	"Mol Med Rep"	"Gene expression array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"257"	"PMC6390056"	238	"Mark"	"Mol Med Rep"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"258"	"PMC6390068"	239	"Mark"	"Mol Med Rep"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"ClueGO/Cytoscape"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"260"	"PMC6390081"	241	"Mark"	"Sci Rep"	"QTL mapping"	"Glycine max"	"GO"	"No"	"Not stated"	"Not stated"	"topGO"	"No"	"No"	"Not stated"	"No data shown, Background"	"No"	-5
"261"	"PMC6390203"	242	"Mark"	"Front Genet"	"Database"	"Homo sapiens"	"Not stated"	"No"	"Fisher"	"Yes"	"DAVID"	"No"	NA	"Yes"	"No"	"Yes"	-2
"263"	"PMC6390351"	244	"Mark"	"BMC Genomics"	"RNA-seq"	"Incilaria fruhstorferi"	"KEGG"	"Yes"	"No test"	"No test"	"KAAS"	"No"	NA	"Not stated"	"Inference without test, Background"	"No"	-4
"264"	"PMC6391799"	245	"Mark"	"J Transl Med"	"Gene expression array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"265"	"PMC6391799"	245	"Mark"	"J Transl Med"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"PANTHER"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"268"	"PMC6392299"	247	"Mark"	"PLoS One"	"RNA-seq"	"Homo sapiens"	"GO, PID, Reactome, WikiPathways, NetPath"	"No"	"Hypergeometric"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-3
"269"	"PMC6393361"	248	"Mark"	"Front Genet"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Permutation"	"No"	"GO-Elite"	"Yes"	"No"	"Yes"	"FDR"	"No"	-2
"270"	"PMC6393361"	248	"Mark"	"Front Genet"	"Gene expression array"	"Homo sapiens"	"WikiPathways, Reactome"	"Yes"	"Permutation"	"No"	"PathVisio"	"Yes"	"No"	"Yes"	"FDR"	"No"	-1
"271"	"PMC6393548"	249	"Mark"	"Sci Rep"	"Proteomics"	"Homo sapiens"	"KEGG, GO"	"No"	"Fisher"	"Yes"	"DAVID"	"Yes"	NA	"Not stated"	"Background"	"Yes"	-1
"272"	"PMC6393548"	249	"Mark"	"Sci Rep"	"Proteomics"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"Not stated"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"274"	"PMC6394248"	251	"Mark"	"Front Oncol"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Not stated"	"BiNGO/Cytoscape"	"No"	NA	"Not stated"	"Inference without test, Background"	"No"	-5
"275"	"PMC6394248"	251	"Mark"	"Front Oncol"	"Gene expression array"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Fisher"	"Not stated"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Inference without test, Background"	"No"	-4
"276"	"PMC6394344"	252	"Mark"	"PeerJ"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"Metascape"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"277"	"PMC6394344"	252	"Mark"	"PeerJ"	"Gene expression array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"KOBAS"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"278"	"PMC6395584"	253	"Mark"	"Sci Rep"	"RNA-seq"	"Rattus norvegicus"	"Ingenuity Knowledge Base"	"No"	"Fisher"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"279"	"PMC6395951"	254	"Mark"	"Exp Ther Med"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"280"	"PMC6396146"	255	"Mark"	"FEBS Open Bio"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background"	"No"	-4
"281"	"PMC6396154"	256	"Mark"	"FEBS Open Bio"	"Database"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"WebGestalt"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"282"	"PMC6396159"	257	"Mark"	"FEBS Open Bio"	"Gene expression array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"Not stated"	"ClueGO/Cytoscape"	"No"	NA	"Not stated"	"No data shown, Background"	"No"	-5
"283"	"PMC6396223"	258	"Mark"	"Oncol Lett"	"Gene expression array"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"No data shown, Background"	"No"	-5
"284"	"PMC6396260"	259	"Mark"	"Oncol Lett"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background"	"No"	-4
"285"	"PMC6396354"	260	"Mark"	"FEBS Open Bio"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"GeneCodis"	"Yes"	NA	"Not stated"	"Background"	"No"	-3
"287"	"PMC6396851"	262	"Mark"	"Mol Hum Reprod"	"RNA-seq"	"Macaca mulatta"	"Ingenuity Knowledge Base"	"No"	"Fisher"	"Yes"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background"	"No"	-3
"288"	"PMC6397236"	263	"Mark"	"Sci Rep"	"Gene expression array"	"Homo sapiens, Mus musculus"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Yes"	"No"	"Yes"	-2
"289"	"PMC6397909"	264	"Mark"	"Thorac Cancer"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Fisher, Chi-squared"	"Yes"	"Not stated"	"No"	NA	"Not stated"	"Background"	"No"	-4
"290"	"PMC6398018"	265	"Mark"	"Evid Based Complement Alternat Med"	"Gene expression array"	"Rattus norvegicus"	"KEGG, GO"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-6
"291"	"PMC6398045"	266	"Mark"	"Evid Based Complement Alternat Med"	"Database"	"Damnacanthus indicus"	"KEGG"	"No"	"Not stated"	"Yes"	"WebGestalt"	"No"	NA	"Not stated"	"Background"	"No"	-4
"293"	"PMC6398181"	267	"Mark"	"Oncotarget"	"Gene expression array"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Fisher"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"294"	"PMC6398373"	268	"Mark"	"PeerJ"	"Gene expression array"	"Homo sapiens"	"Reactome"	"No"	"Not stated"	"Yes"	"Reactome web app"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"295"	"PMC6398373"	268	"Mark"	"PeerJ"	"Gene expression array"	"Homo sapiens"	"Reactome"	"No"	"Not stated"	"Yes"	"Speed"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"297"	"PMC6399292"	270	"Mark"	"Commun Biol"	"Metabolomics"	"Lolium perenne"	"KEGG"	"Yes"	"Not stated"	"Not stated"	"KEGG mapper"	"Yes"	NA	"No"	"Background"	"Yes"	-2
"298"	"PMC6399358"	271	"Mark"	"Rice (N Y)"	"RNA-seq"	"Oryza sativa"	"GO"	"No"	"Fisher"	"Yes"	"agriGO"	"No"	NA	"Not stated"	"Background"	"No"	-3
"299"	"PMC6399464"	272	"Mark"	"Front Genet"	"RNA-seq"	"Oreochromis aureus"	"GO"	"No"	"Not stated"	"Yes"	"PANTHER"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"300"	"PMC6399464"	272	"Mark"	"Front Genet"	"RNA-seq"	"Oreochromis aureus"	"KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"302"	"PMC6399908"	274	"Mark"	"Cancer Cell Int"	"Gene expression array, DNA methylation array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"303"	"PMC6399908"	274	"Mark"	"Cancer Cell Int"	"Gene expression array, DNA methylation array"	"Homo sapiens"	"KEGG"	"No"	"GSEA"	"Not stated"	"GSEA"	"No"	NA	NA	"FDR"	"No"	-3
"304"	"PMC6400144"	275	"Mark"	"Front Immunol"	"RNA-seq"	"Cyprinus carpio"	"GO"	"No"	"Not stated"	"Yes"	"GOrilla"	"No"	NA	"Stated, but incorrect"	"Background"	"Yes"	-3
"305"	"PMC6400381"	276	"Mark"	"PLoS One"	"Gene expression array"	"Homo sapiens"	"MSigDB"	"Yes"	"GSEA"	"Yes"	"GSEA"	"Yes"	NA	NA	"No"	"No"	0
"306"	"PMC6400675"	277	"Mark"	"J Cancer"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"307"	"PMC6400797"	278	"Mark"	"J Cancer"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
