Pubmed Central ID	Article number	Allocated	Journal	Omics type	Organism	Gene set library	GS version	Statistical test used	FDR Correction	App used	App Version	Code availability	Background gene set	Assumptions violated	Gene lists provided
PMC6369469	163	Mark	Biomed Res Int	Gene expression array	Mus musculus	KEGG, GO	No	Hypergeometric	No	Not stated	No	No	No	Background, FDR	Yes
PMC6369488	164	Mark	Biomed Res Int	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	Yes	GeneCodis	No	No	No	Background	No
PMC6369498	165	Mark	Biomed Res Int	Proteomics	Anas platyrhynchus domesticus	KEGG, GO	No	No test	No test	KEGG mapper	No	NA	No	Inference without test, Background	Yes
PMC6369880	166	Mark	Clin Transl Gastroenterol	Gene expression array	Homo sapiens	GO	No	Not stated	No	DAVID	Yes	NA	No	Background, FDR	Yes
PMC6369880	166	Mark	Clin Transl Gastroenterol	Gene expression array	Homo sapiens	KEGG, GO, Reactome, BioCyc	No	Not stated	No	KOBAS	Yes	NA	No	Background, FDR	Yes
PMC6370049	167	Mark	Medicine (Baltimore)	Gene expression array	Homo sapiens	KEGG, GO, OMIM	No	Fisher	No	DAVID	Yes	NA	No	Background, FDR	Yes
PMC6370189	168	Mark	PLoS One	RNA-seq	Mus musculus	GO	No	Not stated	Yes	GOrilla	No	NA	Yes	Background	Yes
PMC6370189	168	Mark	PLoS One	RNA-seq	Mus musculus	GO	No	GSEA	Yes	GSEA	Yes	NA	Yes	No	Yes
PMC6370221	169	Mark	PLoS One	miRNA-seq	Mus musculus	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background, FDR	Yes
PMC6370631	170	Mark	Front Cell Infect Microbiol	RNA-seq	Mus musculus	KEGG, GO	No	Hypergeometric, Fisher	Yes	KOBAS	No	NA	No	Background	Yes
PMC6370675	171	Mark	Front Immunol	RNA-seq	Mus musculus	KEGG, GO	No	Not stated	Yes	Not stated	No	NA	No	Background	Yes
PMC6370763	172	Mark	Cell Death Dis	Gene expression array	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6370815	173	Mark	Sci Rep	Gene expression array	Homo sapiens	KEGG, GO	No	Fisher	Yes	Custom R script	Yes	No	Yes	No	No
PMC6370896	174	Mark	Front Pharmacol	Proteomics	Rattus norvegicus	GO, Reactome	No	Not stated	No	Cytoscape (No plugin stated)	Yes	NA	No	Background, FDR	No
PMC6371578	175	Mark	Clin Epigenetics	Gene expression array, DNA methylation array	Homo sapiens	KEGG, GO	No	Not stated	Yes	clusterProfiler	No	No	No	Background	Yes
PMC6371931	176	Mark	Cancer Manag Res	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	Not stated	No	NA	No	Background, FDR	No
PMC6372280	177	Mark	eLife	RNA-seq	Homo sapiens	KEGG, GO, MSigDB	No	Not stated	Yes	GAGE	Yes	No	NA	No	No
PMC6372882	178	Mark	Neoplasia	miRNA-seq	Homo sapiens	KEGG, GO, Reactome	No	Hypergeometric	Yes	GOstats	Yes	No	No	Background	No
PMC6372980	179	Mark	ACS Comb Sci	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6374323	180	Mark	Front Microbiol	Genome sequencing	Vibrio parahaemolyticus	KEGG	No	No test	No test	KAAS	No	NA	No	Inference without test, Background	No
PMC6374375	181	Mark	Sci Rep	Gene expression array, DNA methylation array	Homo sapiens	Not stated	No	Not stated	Yes	DAVID	No	NA	No	Background	Yes
PMC6374377	182	Mark	Sci Rep	miRNA-seq	Bubalus bubalis	KEGG, GO	No	Not stated	No	DAVID	No	NA	No	Background, FDR	Yes
PMC6375258	183	Mark	PeerJ	RNA-seq	Homo sapiens	GO	No	Binomial	Yes	PANTHER	Yes	NA	No	Background	Yes
PMC6375258	183	Mark	PeerJ	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	Yes	NA	NA	No	Yes
PMC6376640	184	Mark	BMC Bioinformatics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6376661	185	Mark	Cancer Cell Int	RNA-seq	Homo sapiens	KEGG	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6377712	186	Mark	Respir Res	Proteomics	Rattus norvegicus	KEGG, GO	No	Not stated	Yes	GeneCodis	Yes	NA	No	Background	No
PMC6377737	187	Mark	BMC Genomics	miRNA-seq	Rattus norvegicus	KEGG	No	Not stated	Yes	DAVID	No	NA	No	Background	Yes
PMC6377753	188	Mark	BMC Genomics	RNA-seq	Oryctolagus cuniculus	KEGG, GO	No	Not stated	Yes	Not stated	No	NA	No	Background	Yes
PMC6377754	189	Mark	BMC Genomics	RNA-seq	Setaria italica	KEGG, GO	No	Hypergeometric	Yes	Not stated	No	No	Yes	Background	Yes
PMC6378068	190	Mark	Evid Based Complement Alternat Med	Database	Homo sapiens	KEGG, GO	No	Fisher	Yes	DAVID	No	NA	No	Background	Yes
PMC6378776	191	Mark	Evid Based Complement Alternat Med	Database	Homo sapiens	KEGG	No	Not stated	Yes	DAVID	No	NA	No	Background	Yes
PMC6379261	192	Mark	Front Microbiol	Genome sequencing	Cupriavidus necator	KEGG	No	No test	No test	Not stated	No	NA	No	Inference without test, Background	Yes
PMC6379752	193	Mark	World J Gastrointest Oncol	RNA-seq	Homo sapiens	KEGG	No	Not stated	No	DAVID	No	NA	No	Background, FDR	No
PMC6379932	194	Mark	BMC Genomics	miRNA-seq	Mus musculus	Ingenuity Knowledge Base	Yes	Fisher	No	Ingenuity Pathway Analysis	Yes	NA	No	Background, FDR	No
PMC6380039	195	Mark	J Transl Med	Database	Homo sapiens	KEGG	Yes	Not stated	No	DAVID	Yes	NA	No	Background, FDR	Yes
PMC6380062	196	Mark	BMC Plant Biol	DNA methylation sequencing	Glycine max	KEGG, GO	No	Not stated	No	Not stated	No	NA	No	Background, FDR	Yes
PMC6380333	197	Mark	RNA Biol	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	STRING	No	NA	No	Background, FDR	No
PMC6380385	198	Mark	Med Sci Monit	RNA-seq	Homo sapiens	KEGG	Yes	Not stated	Yes	DAVID	Yes	NA	No	Background	Yes
PMC6380385	198	Mark	Med Sci Monit	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	KOBAS	Yes	NA	No	Background	No
PMC6380702	199	Mark	Medicine (Baltimore)	Gene expression array	Homo sapiens	KEGG, GO	Yes	Not stated	Yes	DAVID	Yes	NA	No	Background	No
PMC6380748	200	Mark	Medicine (Baltimore)	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	No	Background, FDR	No
PMC6381209	201	Mark	Sci Rep	miRNA-seq	Homo sapiens	KEGG	No	Not stated	No	DIANA-miRPath	Yes	No	No	Background, FDR	No
PMC6381667	202	Mark	J Ovarian Res	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	Yes	Ingenuity Pathway Analysis	No	NA	No	Background	Yes
PMC6381667	202	Mark	J Ovarian Res	RNA-seq	Homo sapiens	KEGG, GO, Reactome	No	Not stated	No	DAVID	No	NA	No	Background, FDR	Yes
PMC6381748	203	Mark	Cell Commun Signal	Proteomics	Rattus norvegicus	SIGNOR	Yes	Kolmogorov–Smirnov	Yes	KSEA	No	NA	Yes	No	Yes
PMC6382432	204	Mark	Aging (Albany NY)	Gene expression array	Homo sapiens	Not stated	No	Not stated	No	Metascape	No	NA	No	Background, FDR	No
PMC6382829	205	Mark	Sci Rep	RNA-seq	Homo sapiens	GO	No	Not stated	No	clusterProfiler	No	NA	No	Background, FDR	No
PMC6382934	206	Mark	Sci Rep	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6383095	207	Mark	Cancer Control	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	DAVID	No	NA	No	Background, FDR	Yes
PMC6383344	208	Mark	J Res Med Sci	Gene expression array	Rattus norvegicus	KEGG, GO, Reactome	No	Not stated	Yes	ClueGO/Cytoscape	Yes	NA	No	Background	No
PMC6383401	209	Mark	Biomed Res Int	Database	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	No	Background	Yes
PMC6383432	210	Mark	Biomed Res Int	Metabolomics	Rattus norvegicus	MetaboAnalyst	Yes	Not stated	No	MetaboAnalyst	Yes	NA	NA	Background	Yes
PMC6383524	211	Mark	Parasite	Proteomics	Mesocricetus auratus	KEGG, GO	No	No test	No test	KAAS	No	NA	No	Inference without test, Background	Yes
PMC6384055	212	Mark	J Virol	RNA-seq	Mus musculus	MetaCore	No	Not stated	No	MetaCore	No	NA	No	No data shown	No
PMC6384055	212	Mark	J Virol	RNA-seq	Mus musculus	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6384238	213	Mark	Front Oncol	Gene expression array, RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	clusterProfiler	No	NA	No	Background	Yes
PMC6385435	214	Mark	BMC Genomics	Genome sequencing	Bos taurus	KEGG, InterPro, SMART	No	Not stated	Yes	DAVID	Yes	NA	Yes	No	Yes
PMC6385489	215	Mark	Sci Rep	RNA-seq	Mus musculus	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background, FDR	Yes
PMC6386764	216	Mark	Biosci Rep	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	Cluepedia	No	NA	No	Background	No
PMC6386831	217	Mark	Int J Mol Sci	Proteomics	Dunaliella salina	KEGG, GO	No	Not stated	No	Not stated	No	NA	No	Background, FDR	Yes
PMC6387076	218	Mark	Int J Mol Sci	RNA-seq	Camellia sinensis	KEGG, GO	No	Fisher	Yes	agriGO	No	NA	No	Background	Yes
PMC6387109	219	Mark	Int J Mol Sci	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	No	Background, FDR	No
PMC6387216	220	Mark	Int J Mol Sci	Database	Mus musculus	KEGG, GO	No	No test	No test	Cytoscape (No plugin stated)	Yes	NA	No	No data shown	No
PMC6387327	221	Mark	Int J Mol Sci	Proteomics	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background, FDR	No
PMC6387524	222	Mark	Stem Cell Res Ther	Gene expression array	Mus musculus	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background, FDR	No
PMC6387694	223	Mark	Dis Markers	Gene expression array	Rattus norvegicus	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	No	Background, FDR	Yes
PMC6387703	224	Mark	Evid Based Complement Alternat Med	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6388334	225	Mark	Dis Markers	Database	Homo sapiens	KEGG, GO	No	Not stated	Not stated	Not stated	No	NA	No	No data shown	No
PMC6388335	226	Mark	Biomed Res Int	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	No	Background, FDR	No
PMC6388657	227	Mark	Endocrinology	Proteomics	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background, FDR	No
PMC6388943	228	Mark	Cancer Manag Res	Gene expression array	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6388944	229	Mark	Onco Targets Ther	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	No	Background, FDR	No
PMC6388944	229	Mark	Onco Targets Ther	Gene expression array	Homo sapiens	Not stated	No	GSEA	No	GSEA	No	NA	NA	FDR	No
PMC6388971	230	Mark	Cancer Manag Res	Database	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Yes	Background, FDR	No
PMC6389004	231	Mark	Onco Targets Ther	Database	Homo sapiens	GO	No	Not stated	Yes	GOseq	No	No	No	Background	No
PMC6389004	231	Mark	Onco Targets Ther	Database	Homo sapiens	KEGG	No	Not stated	Yes	KOBAS	No	NA	No	Background	No
PMC6389681	232	Mark	Front Genet	Genome sequencing	Bos taurus	GO	No	Not stated	Yes	DAVID	No	NA	No	No	No
PMC6389718	233	Mark	Front Genet	RNA-seq	Homo sapiens	KEGG, GO	No	Fisher	No	WebGestalt	No	NA	Not stated	Background, FDR	No
PMC6389773	234	Mark	Thyroid	RNA-seq	Homo sapiens	KEGG, GO, Reactome	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6389832	235	Mark	Front Genet	RNA-seq	Sus scrofa	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background, FDR	Yes
PMC6389935	236	Mark	Sci Rep	Gene expression array	Homo sapiens	GO	No	Not stated	Yes	MetaCore	Yes	NA	Not stated	Background	Yes
PMC6390043	237	Mark	Mol Med Rep	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6390056	238	Mark	Mol Med Rep	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6390068	239	Mark	Mol Med Rep	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	ClueGO/Cytoscape	Yes	NA	Not stated	Background, FDR	No
PMC6390070	240	Mark	Mol Med Rep	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6390081	241	Mark	Sci Rep	QTL mapping	Glycine max	GO	No	Not stated	Not stated	topGO	No	No	Not stated	No data shown, Background	No
PMC6390203	242	Mark	Front Genet	Database	Homo sapiens	Not stated	No	Fisher	Yes	DAVID	No	NA	Yes	No	Yes
PMC6390332	243	Mark	BMC Bioinformatics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6390351	244	Mark	BMC Genomics	RNA-seq	Incilaria fruhstorferi	KEGG	Yes	No test	No test	KAAS	No	NA	Not stated	Inference without test, Background	No
PMC6391799	245	Mark	J Transl Med	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6391799	245	Mark	J Transl Med	Gene expression array	Homo sapiens	GO	No	Not stated	No	PANTHER	No	NA	Not stated	Background, FDR	No
PMC6391848	246	Mark	Front Genet	RNA-seq	Bos taurus	KEGG, GO	No	Hypergeometric	Yes	ClueGO/Cytoscape	No	NA	Not stated	Background	No
PMC6391848	246	Mark	Front Genet	RNA-seq	Bos taurus	MSigDB	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6392299	247	Mark	PLoS One	RNA-seq	Homo sapiens	GO, PID, Reactome, WikiPathways, NetPath	No	Hypergeometric	Yes	DAVID	No	NA	Not stated	Background	No
PMC6393361	248	Mark	Front Genet	Gene expression array	Homo sapiens	GO	No	Permutation	No	GO-Elite	Yes	No	Yes	FDR	No
PMC6393361	248	Mark	Front Genet	Gene expression array	Homo sapiens	WikiPathways, Reactome	Yes	Permutation	No	PathVisio	Yes	No	Yes	FDR	No
PMC6393548	249	Mark	Sci Rep	Proteomics	Homo sapiens	KEGG, GO	No	Fisher	Yes	DAVID	Yes	NA	Not stated	Background	Yes
PMC6393548	249	Mark	Sci Rep	Proteomics	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	Not stated	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
PMC6394146	250	Mark	Med Sci Monit Basic Res	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6394248	251	Mark	Front Oncol	Gene expression array	Homo sapiens	GO	No	Not stated	Not stated	BiNGO/Cytoscape	No	NA	Not stated	Inference without test, Background	No
PMC6394248	251	Mark	Front Oncol	Gene expression array	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	Not stated	Ingenuity Pathway Analysis	No	NA	Not stated	Inference without test, Background	No
PMC6394344	252	Mark	PeerJ	Gene expression array	Homo sapiens	GO	No	Not stated	No	Metascape	No	NA	Not stated	Background, FDR	No
PMC6394344	252	Mark	PeerJ	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	KOBAS	No	NA	Not stated	Background, FDR	No
PMC6395584	253	Mark	Sci Rep	RNA-seq	Rattus norvegicus	Ingenuity Knowledge Base	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
PMC6395951	254	Mark	Exp Ther Med	Database	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6396146	255	Mark	FEBS Open Bio	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
PMC6396154	256	Mark	FEBS Open Bio	Database	Homo sapiens	KEGG	No	Not stated	No	WebGestalt	No	NA	Not stated	Background, FDR	Yes
PMC6396159	257	Mark	FEBS Open Bio	Gene expression array	Homo sapiens	KEGG	No	Not stated	Not stated	ClueGO/Cytoscape	No	NA	Not stated	No data shown, Background	No
PMC6396223	258	Mark	Oncol Lett	Gene expression array	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	No data shown, Background	No
PMC6396260	259	Mark	"Oncol Lett
Oncol Lett"	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background	No
PMC6396354	260	Mark	FEBS Open Bio	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	Yes	GeneCodis	Yes	NA	Not stated	Background	No
PMC6396637	261	Mark	Database (Oxford)	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6396851	262	Mark	Mol Hum Reprod	RNA-seq	Macaca mulatta	Ingenuity Knowledge Base	No	Fisher	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	No
PMC6397236	263	Mark	Sci Rep	Gene expression array	Homo sapiens, Mus musculus	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Yes	No	Yes
PMC6397909	264	Mark	Thorac Cancer	Gene expression array	Homo sapiens	GO	No	Fisher, Chi-squared	Yes	Not stated	No	NA	Not stated	Background	No
PMC6398018	265	Mark	Evid Based Complement Alternat Med	Gene expression array	Rattus norvegicus	KEGG, GO	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6398045	266	Mark	Evid Based Complement Alternat Med	Database	Damnacanthus indicus	KEGG	No	Not stated	Yes	WebGestalt	No	NA	Not stated	Background	No
PMC6398181	267	Mark	Oncotarget	Gene expression array	Homo sapiens	Custom	NA	GSEA	Yes	GSEA	No	NA	NA	No	Yes
PMC6398181	267	Mark	Oncotarget	Gene expression array	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
PMC6398373	268	Mark	PeerJ	Gene expression array	Homo sapiens	Reactome	No	Not stated	Yes	Reactome web app	No	NA	Not stated	Background	Yes
PMC6398373	268	Mark	PeerJ	Gene expression array	Homo sapiens	Reactome	No	Not stated	Yes	Speed	No	NA	Not stated	Background	Yes
PMC6399257	269	Mark	Commun Biol	Genotyping array	Homo sapiens	Reactome, KEGG, BioCarta	No	modified Chi-squared	Not stated	Pascal	No	No	Not stated	No	Yes
PMC6399292	270	Mark	Commun Biol	Metabolomics	Lolium perenne	KEGG	Yes	Not stated	Not stated	KEGG mapper	Yes	NA	No	Background	Yes
PMC6399358	271	Mark	Rice (N Y)	RNA-seq	Oryza sativa	GO	No	Fisher	Yes	agriGO	No	NA	Not stated	Background	No
PMC6399464	272	Mark	Front Genet	RNA-seq	Oreochromis aureus	GO	No	Not stated	Yes	PANTHER	No	NA	Not stated	Background	Yes
PMC6399464	272	Mark	Front Genet	RNA-seq	Oreochromis aureus	KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
PMC6399563	273	Mark	Biomed Res Int	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6399908	274	Mark	Cancer Cell Int	Gene expression array, DNA methylation array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6399908	274	Mark	Cancer Cell Int	Gene expression array, DNA methylation array	Homo sapiens	KEGG	No	GSEA	Not stated	GSEA	No	NA	NA	FDR	No
PMC6400144	275	Mark	Front Immunol	RNA-seq	Cyprinus carpio	GO	No	Not stated	Yes	GOrilla	No	NA	Stated, but incorrect	Background	Yes
PMC6400381	276	Mark	PLoS One	Gene expression array	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6400675	277	Mark	J Cancer	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6400797	278	Mark	J Cancer	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6400804	279	Mark	J Cancer	RNA-seq, Gene expression array	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6400810	280	Mark	J Cancer	Gene expression array, DNA methylation array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6401051	281	Mark	Sci Rep	RNA-seq	Vitis vinifera	KEGG, GO	No	No test	No test	Blast2GO	No	NA	No	Inference without test, Background	Yes
PMC6401130	282	Mark	Sci Rep	RNA-seq	Homo sapiens	KEGG	No	Not stated	Yes	clusterProfiler	Yes	No	Not stated	Background	Yes
PMC6401139	283	Mark	Sci Rep	Gene expression array	Homo sapiens	Not stated	No	GSEA	No	GSEA	Yes	NA	NA	FDR	No
PMC6401193	284	Mark	Mol Ther	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	Not stated	NA	NA	Not stated	Background, FDR	Yes
PMC6401378	285	Mark	Sci Rep	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6402097	286	Mark	Cancer Cell Int	Gene expression array, DNA methylation array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	NA	NA	Not stated	Background, FDR	No
PMC6402180	287	Mark	BMC Genomics	Genotyping array	Equus ferus caballus	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Yes	FDR	Yes
PMC6402361	288	Mark	Microb Cell	Gene expression array	"Saccharomyces cerevisiae
"	GO, YEASTRACT	No	Hypergeometric	Not stated	Custom R script	No	No	Not stated	Background, FDR	Yes
PMC6403139	289	Mark	Front Plant Sci	RNA-seq	Pseudotsuga menziesii	GO	No	Fisher	No	topGO	No	No	Not stated	Background, FDR	Yes
PMC6403139	289	Mark	Front Plant Sci	RNA-seq	Pseudotsuga menziesii	Pathway Studio	No	Not stated	No	Plant Pathway Studio	Yes	NA	Not stated	Background, FDR	Yes
PMC6403221	290	Mark	Sci Rep	RNA-seq	Oryza sativa	KEGG, GO	No	Not stated	Yes	agriGO	No	NA	Not stated	Background	Yes
PMC6403462	291	Mark	Front Psychol	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6403504	292	Mark	Oncol Lett	Database	Homo sapiens	KEGG, GO	Yes	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6403508	293	Mark	Oncol Lett	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	Yes
PMC6403515	294	Mark	Oncol Lett	Proteomics	Homo sapiens	KEGG, GO	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6404302	295	Mark	BMC Genomics	Genotyping array	Bos taurus	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6404309	296	Mark	Cancer Cell Int	Gene expression array, DNA methylation array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	Yes
PMC6404309	296	Mark	Cancer Cell Int	Gene expression array, DNA methylation array	Homo sapiens	Not stated	No	Not stated	No	ConsensuspathDB	No	NA	Not stated	Background, FDR	Yes
PMC6404325	297	Mark	Breast Cancer Res	RNA-seq	Homo sapiens, Mus musculus	MSigDB	Yes	ssGSEA	Not stated	GSVA	Yes	No	NA	No	Yes
PMC6404331	298	Mark	BMC Genomics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6404658	299	Mark	PeerJ	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
PMC6405138	300	Mark	PLoS One	Gene expression array	Homo sapiens	KEGG, GO	No	Fisher	No	DAVID	No	NA	Stated, but incorrect	Background, FDR	Yes
PMC6405138	300	Mark	PLoS One	Gene expression array	Homo sapiens	KEGG, GO, Reactome	No	Fisher	Yes	ClueGO/Cytoscape	Yes	NA	Not stated	Background, FDR	Yes
PMC6405523	301	Kaumadi	Front Genet	Gene expression array	Homo sapiens	GO, Reactome	No	Fisher	No	DAVID	No	NA	Not stated	Background, FDR	Yes
PMC6405693	302	Kaumadi	Front Pharmacol	RNA-seq	Homo sapiens	KEGG, GO	Yes	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	Yes
PMC6405706	303	Kaumadi	J Am Heart Assoc	Gene expression array	Sus scrofa	GO	No	Not stated	No	AmiGO	No	NA	Not stated	Background, FDR	Yes
PMC6405706	303	Kaumadi	J Am Heart Assoc	Gene expression array	Sus scrofa	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
PMC6405989	304	Kaumadi	Sci Rep	Gene expression array	Homo sapiens	Reactome	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6405995	305	Kaumadi	Sci Rep	RNA-seq, Proteomics	Homo sapiens	KEGG, PFAM	No	Not stated	Yes	STRING	No	NA	Not stated	Background	Yes
PMC6406057	306	Kaumadi	Bone Rep	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6406182	307	Kaumadi	World J Gastrointest Oncol	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6406290	308	Kaumadi	J Clin Med	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6406290	308	Kaumadi	J Clin Med	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	GOrilla	No	NA	Not stated	Background	No
PMC6406290	308	Kaumadi	J Clin Med	RNA-seq	Homo sapiens	PANTHER	No	Not stated	Yes	Enrichr	No	NA	Not stated	Background	No
PMC6406290	308	Kaumadi	J Clin Med	RNA-seq	Homo sapiens	KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	No
